HAB_rt_target,Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton
0,SIO,32.867,-117.257,,20110314,2011-03-14T15:44:00Z,14.8,,,100,4.02,3.95,3.98,1.68,1.94,1.81,0.21,1.9,0,,2.03,0.55,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110321,2011-03-21T16:09:00Z,13.3,,,100,2.79,2.79,2.79,1,1.15,1.07,0.45,3.1,0,,1.94,2.56,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110328,2011-03-28T16:00:00Z,14.9,,,100,4.48,4.55,4.51,1.07,1.11,1.09,0.31,4,0,,1.79,1.38,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110404,2011-04-04T16:05:00Z,16.4,,,100,1.35,1.34,1.35,0.38,0.39,0.38,0.28,3.4,0,,2.29,0.29,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110411,2011-04-11T15:50:00Z,15.9,,,100,2.13,2.25,2.19,0.9,0.89,0.9,0.35,6.1,0,,1.93,1.44,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110418,2011-04-18T16:00:00Z,16.7,,,100,1.38,1.41,1.39,0.63,0.69,0.66,0.24,3.5,0,,1.12,0.34,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110425,2011-04-25T16:25:00Z,17.3,,,100,1.32,1.36,1.34,0.68,0.74,0.71,0.31,5.9,0,,1.11,1.49,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110502,2011-05-02T16:09:00Z,16.3,,,100,2.24,2.25,2.25,0.83,0.78,0.81,0.31,3,0,,2.63,0.7,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110509,2011-05-09T16:09:00Z,15.4,,,100,3.68,3.63,3.66,1.15,1.21,1.18,0.21,2,0,,0.74,0,,,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110516,2011-05-16T16:00:00Z,17.1,,,100,1.43,1.48,1.45,0.63,0.72,0.67,0.24,3.8,0,,1.16,0.33,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110522,2011-05-22T15:50:00Z,17.4,,,100,1.88,1.77,1.82,0.58,0.63,0.61,0.29,5.3,0,,0.59,0.63,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110530,2011-05-30T16:05:00Z,17.5,,,100,2.63,2.95,2.79,0.66,0.7,0.68,0.14,3.8,0,,0.42,0,,,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110606,2011-06-06T16:00:00Z,17.7,,,100,2.63,2.54,2.58,0.43,0.5,0.46,0.33,0,0,,1.46,0.2,200,0.26,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110612,2011-06-12T16:09:00Z,16.9,,,100,2.11,2.18,2.15,0.37,0.32,0.34,0.19,3.3,0,,0.65,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110621,2011-06-21T16:00:00Z,19.1,,,100,1.86,1.66,1.76,0.41,0.34,0.37,0.15,3.7,0,,0.66,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110627,2011-06-27T17:19:00Z,19.6,,,100,2.97,3,2.98,1.26,1.15,1.21,0.21,0,0,,0.29,0.09,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110704,2011-07-04T17:32:00Z,20.7,,,100,2.34,2.25,2.29,0.83,0.85,0.84,0.19,3.7,0,,1.42,0.37,,,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110712,2011-07-12T17:00:00Z,20.2,,,100,1.72,1.72,1.72,0.51,0.57,0.54,0.22,3.5,0,,1.85,0.26,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110718,2011-07-18T16:32:00Z,21,,,100,2.03,1.88,1.95,0.87,0.8,0.83,0.19,2.5,0,,0,0.25,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110725,2011-07-25T16:17:00Z,21.3,,,100,2.35,2.32,2.34,0.67,0.6,0.63,0.14,2.6,0,,0.7,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110801,2011-08-01T16:25:00Z,17.8,,,100,1.45,1.54,1.49,0.59,0.75,0.67,0.28,3.1,0,,0.45,0.41,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110808,2011-08-08T18:08:00Z,18.6,,,100,1.06,1.08,1.07,0.3,0.33,0.32,0.24,2.7,0,,0.89,0.23,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110815,2011-08-15T15:55:00Z,20.2,,,100,2.34,2.48,2.41,0.64,0.68,0.66,0.15,1.3,0,,0,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110822,2011-08-22T16:05:00Z,20,,,100,1.02,0.98,1,0.3,0.31,0.3,0.19,1.8,0,,0.28,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110829,2011-08-29T16:00:00Z,20.8,,,100,1.39,1.34,1.36,0.36,0.4,0.38,0.2,3.3,0,,0.25,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110905,2011-09-05T17:43:00Z,17.6,,,100,6.6,6.74,6.67,0.13,0.16,0.15,0.42,5.8,0.2,,0.25,0.1,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110912,2011-09-12T16:09:00Z,17.9,,,100,2.15,2.22,2.18,0.26,0.28,0.27,0.22,3.6,0,,1.15,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20110919,2011-09-19T17:00:00Z,18,,,100,5.14,5.62,5.38,0.34,0.29,0.32,0.27,2.8,0,,0.52,0,200,0,,,,,,,,,,,,,,,,
1,SIO,32.867,-117.257,,20110926,2011-09-26T16:00:00Z,16.6,,,100,43.99,43.84,43.91,1.18,0.96,1.07,0.2,4.8,0,,0.4,0,200,0,,,,,,,,,,,,,,,,
1,SIO,32.867,-117.257,,20111003,2011-10-03T16:09:00Z,17.6,,,100,51.69,44.58,48.13,0,2.44,1.11,0.1,6.7,0,,0,0,200,0,,,,,,,,,,,,,,,,
1,SIO,32.867,-117.257,,20111010,2011-10-10T17:00:00Z,17.8,,,100,34.36,33.17,33.77,0,0,0,0.68,4.1,0,,0,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20111017,2011-10-17T16:15:00Z,17.6,,,100,4.89,4.56,4.72,0.07,0.21,0.14,0,4.5,0,,0,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20111024,2011-10-24T16:19:00Z,17.2,,,100,2.07,2.09,2.08,0.24,0.24,0.24,0.19,4.4,0,,2.36,0.29,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20111031,2011-10-31T16:15:00Z,16.3,,,100,3.2,3.01,3.1,0.37,0.7,0.54,0.31,4.4,0,,0.82,1.56,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20111107,2011-11-07T17:34:00Z,16.4,,,100,1.64,1.67,1.66,0.52,0.55,0.54,0.22,2.3,0,,0.61,0.39,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20111114,2011-11-14T17:30:00Z,16,,,100,0.79,0.8,0.8,0.28,0.25,0.26,0.29,2.1,0,,1.01,0.45,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20111121,2011-11-21T17:55:00Z,15.8,,,100,0.62,0.62,0.62,0.23,0.25,0.24,0.27,1.5,0,,0.68,0.21,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20111128,2011-11-28T17:05:00Z,15.5,,,100,1.38,1.37,1.38,0.43,0.41,0.42,0.28,2.4,0,,0.7,0.48,200,0,,,,,,,,,,,,,,,,
1,SIO,32.867,-117.257,,20111205,2011-12-05T18:00:00Z,14.4,,,100,7.31,7.65,7.48,0.1,0.05,0.08,0.32,3.5,0,,0.87,0.37,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20111212,2011-12-12T17:50:00Z,15.1,,,100,1.58,1.66,1.62,0.2,0.19,0.2,0.3,2,0,,1.2,0,200,0,,,,,,,,,,,,,,,,
1,SIO,32.867,-117.257,,20111219,2011-12-19T18:15:00Z,14.3,,,100,14.58,14.96,14.77,0.19,0.27,0.23,0.29,3.7,0,,0,0,200,0,,,,,,,,,,,,,,,,
1,SIO,32.867,-117.257,,20111226,2011-12-26T17:55:00Z,14,,,100,12.2,11.63,11.92,0,0,0,0.25,3.9,0,,0.38,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120103,2012-01-03T19:00:00Z,14.6,,,100,1.71,1.83,1.77,0.18,0.26,0.22,0.23,3.3,0,,0.34,0.34,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120109,2012-01-09T18:15:00Z,14.6,,,100,1.01,1.01,1.01,0.09,0.13,0.11,0.24,3.1,0,,0.35,0.22,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120117,2012-01-17T18:19:00Z,14.2,,,100,1.29,1.23,1.26,0.37,0.4,0.38,0.3,3.3,0,,0.64,0.98,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120123,2012-01-23T18:15:00Z,13.9,,,100,6.32,6.22,6.27,0.64,0.79,0.71,0.23,1.3,0,,0,0.39,200,0.08,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120130,2012-01-30T18:15:00Z,14.3,,,100,0.99,1.02,1,0.17,0.16,0.16,0.2,0,0,,0.75,0.28,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120206,2012-02-06T18:34:00Z,14.5,,,100,1.7,1.53,1.61,0.67,0.32,0.49,0.22,1.1,0,,0.6,0.46,200,0.042,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120213,2012-02-13T18:15:00Z,14.9,,,100,0.75,0.75,0.75,0.27,0.28,0.28,0.28,2.7,0,,0.63,0.75,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120221,2012-02-21T18:15:00Z,14.7,,,100,1.67,1.67,1.67,0.4,0.51,0.46,0.3,4.6,0,,0.58,1.55,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120227,2012-02-27T18:09:00Z,14.6,,,100,1.76,1.82,1.79,0.49,0.48,0.48,0.28,4.9,0,,0.67,0.94,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120305,2012-03-05T18:15:00Z,14.7,,,100,2,1.99,1.99,0.58,0.61,0.6,0.45,7.7,0,,0.4,4.36,200,0,,,,,,,,,,,,,,,,
1,SIO,32.867,-117.257,,20120312,2012-03-12T16:09:00Z,13.3,,,100,8.07,8.35,8.21,1.03,0.98,1,0.31,4.7,0,,0.27,1.49,200,0.041,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120319,2012-03-19T16:30:00Z,13,,,100,2.64,2.91,2.78,2.28,2.33,2.3,0.6,6.3,0,,3.26,3.76,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120326,2012-03-26T16:19:00Z,13.1,,,100,2.36,2.46,2.41,0.46,0.51,0.49,1.02,11.6,0,,0.9,10.52,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120402,2012-04-02T16:44:00Z,13.4,,,100,2.64,2.55,2.6,1.63,1.83,1.73,0.91,13.2,0,,1.7,10.11,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120408,2012-04-08T16:50:00Z,14.9,,,100,5.66,5.57,5.62,1.91,2,1.96,0.32,7.8,0,,0.22,0.64,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120416,2012-04-16T16:40:00Z,14.3,,,100,2.71,2.47,2.59,1.18,1.19,1.19,0.44,6,0,,1.07,2.74,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120423,2012-04-23T17:34:00Z,15.6,,,100,1.56,1.66,1.61,0.72,0.83,0.77,0.38,7.5,0,,0.96,2.14,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120430,2012-04-30T17:05:00Z,16.5,,,100,1.38,1.41,1.39,0.42,0.45,0.44,0.17,0,0,,0.73,0.33,200,0.12,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120507,2012-05-07T16:00:00Z,17.9,,,100,0.7,0.69,0.7,0.48,0.52,0.5,0.24,2.2,0,,0.57,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120514,2012-05-14T16:15:00Z,18.9,,,100,1.63,1.68,1.66,0.58,0.66,0.62,0.26,3.2,0,,0,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120521,2012-05-21T16:19:00Z,18.7,,,100,1.43,1.47,1.45,0.64,0.69,0.66,0.26,5.1,0,,0.63,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120528,2012-05-28T16:19:00Z,18.7,,,100,1.14,1.13,1.14,0.57,0.53,0.55,0.27,4.1,0,,0.25,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120605,2012-06-05T18:30:00Z,19.3,,,100,0.55,0.59,0.57,0.26,0.23,0.25,0.25,3.6,0,,0.25,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120611,2012-06-11T18:05:00Z,19,,,100,0.96,0.94,0.95,0.38,0.37,0.38,0.26,2.8,0,,0,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120618,2012-06-18T16:44:00Z,18.5,,,100,1.04,1.04,1.04,0.32,0.34,0.33,0.27,1.1,0,,0.45,0.2,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120626,2012-06-26T16:44:00Z,20.1,,,100,0.89,0.88,0.89,0.22,0.22,0.22,0.27,1.8,0.04,,0.32,0.05,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120702,2012-07-02T16:15:00Z,20.5,,,100,0.88,0.89,0.88,0.12,0.11,0.12,0.21,0,0,,0.33,0.3,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120709,2012-07-09T16:34:00Z,14.3,,,100,1.63,1.6,1.61,0.4,0.44,0.42,0.45,3.1,0,,0.68,2.04,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120716,2012-07-16T16:40:00Z,19.9,,,100,0.7,0.7,0.7,0.29,0.27,0.28,0.22,1.5,0,,1,0.32,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120723,2012-07-23T16:44:00Z,21,,,100,1.05,1.1,1.08,0.9,0.83,0.87,0.21,0,0,,0.59,0.31,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120730,2012-07-30T16:40:00Z,19.8,,,100,1.21,1.24,1.22,0.67,0.64,0.65,0.22,1.6,0,,0,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120806,2012-08-06T17:19:00Z,20.2,,,100,1.65,1.68,1.66,0.82,0.81,0.82,0.2,1.4,0,,0.39,0.29,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120813,2012-08-13T17:21:00Z,21.2,,,100,1.42,1.42,1.42,0.52,0.6,0.56,0.22,1.3,0,,0.49,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120820,2012-08-20T18:15:00Z,23.1,,,100,1.04,1.07,1.05,0.21,0.23,0.22,0.2,1.8,0,,0,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120827,2012-08-27T17:30:00Z,21.8,,,100,2.42,2.28,2.35,0.73,0.73,0.73,0.31,2.3,0,,0.33,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120904,2012-09-04T17:55:00Z,19.7,,,100,2.05,2.06,2.05,0.52,0.55,0.53,0.33,3.1,0,,0.4,0.32,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120910,2012-09-10T16:30:00Z,22.2,,,100,1,1,1,0.32,0.33,0.32,0.25,2.9,0,,0.63,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120917,2012-09-17T16:40:00Z,20.1,,,100,0.56,0.57,0.56,0.2,0.19,0.2,0.3,2.5,0,,0.54,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20120924,2012-09-24T16:19:00Z,20.6,,,100,1.16,1.2,1.18,0.42,0.43,0.43,0.32,3,0,,1.12,0.29,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121001,2012-10-01T17:30:00Z,20.4,,,100,2.14,2.25,2.2,0.43,0.43,0.43,0.29,3.2,0,,1.2,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121008,2012-10-08T17:09:00Z,19.5,,,100,0.97,0.95,0.96,0.43,0.42,0.42,0.31,3.3,0,,1.89,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121015,2012-10-15T16:30:00Z,18.9,,,100,1.53,1.56,1.54,0.59,0.62,0.61,0.29,3.2,0,,0.73,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121022,2012-10-22T16:34:00Z,19.5,,,100,1.05,1.08,1.06,0.58,0.61,0.6,0.3,3,0,,1.34,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121029,2012-10-29T16:44:00Z,18.7,,,100,1.29,1.34,1.31,0.59,0.6,0.59,0.28,3.6,0,,0.28,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121105,2012-11-05T18:19:00Z,17.8,,,100,1.09,1.11,1.1,0.58,0.61,0.6,0.31,3.5,0,,0.65,0.26,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121113,2012-11-13T20:55:00Z,16.6,,,100,1.91,1.9,1.91,1.04,1.02,1.03,0.34,4.1,0,,0.64,0.27,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121119,2012-11-19T19:30:00Z,17,,,100,0.92,0.89,0.91,0.33,0.35,0.34,0.37,3.8,0,,1.34,0.44,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121126,2012-11-26T18:44:00Z,16.5,,,100,0.98,1.06,1.02,0.35,0.36,0.36,0.31,3,0,,0.64,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121203,2012-12-03T18:15:00Z,16.6,,,100,1.39,1.43,1.41,0.93,0.91,0.92,0.37,2.9,0,,1.42,0.48,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121210,2012-12-10T19:00:00Z,16,,,100,1.43,1.48,1.46,0.8,0.83,0.82,0.46,4.9,0,,1.21,1.18,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121217,2012-12-17T18:44:00Z,15.8,,,100,1.36,1.39,1.38,0.57,0.59,0.58,0.37,4.4,0,,0.61,0.55,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121223,2012-12-23T18:09:00Z,15.1,,,100,1.32,1.44,1.38,0.64,0.65,0.65,0.39,4.1,0,,0.62,1.45,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20121231,2012-12-31T19:44:00Z,14.3,,,100,2.67,2.81,2.74,0.81,0.73,0.77,0.26,1.8,0,,0.37,0.58,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130107,2013-01-07T19:30:00Z,13.6,,,100,2.27,2.53,2.4,1.1,1.11,1.1,0.39,3,0,,0.75,2.13,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130114,2013-01-14T19:30:00Z,12.9,,,100,2.27,2.26,2.27,0.55,0.53,0.54,0.5,5.3,0,,0,4.4,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130122,2013-01-22T18:00:00Z,13.2,,,100,1.5,1.55,1.52,0.74,0.77,0.75,0.4,5,0,,0.69,2.06,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130128,2013-01-28T20:30:00Z,14,,,100,2.13,2.22,2.17,1.24,1.42,1.33,0.36,4.2,0,,0.99,0.83,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130204,2013-02-04T19:30:00Z,13.9,,,100,2.18,2.26,2.22,1,1.09,1.05,0.46,6.2,0,,0.4,3.14,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130211,2013-02-11T20:15:00Z,14,,,100,1.7,1.64,1.67,0.89,0.84,0.87,0.32,5.3,0,,0.73,1.06,,,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130219,2013-02-19T18:50:00Z,14.1,,,100,1.17,1.27,1.22,0.68,0.63,0.66,0.28,3.5,0,,0.39,0.66,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130225,2013-02-25T19:30:00Z,14.1,,,100,2.27,2.39,2.33,1.02,0.99,1,0.27,5.9,0,,0.49,0.91,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130304,2013-03-04T19:19:00Z,14.4,,,100,3.22,3.26,3.24,1.18,1.19,1.18,0.27,5.8,0,,0.49,1.37,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130311,2013-03-11T18:05:00Z,14.8,,,100,1.28,1.28,1.28,0.61,0.65,0.63,0.3,3.3,0,,0.66,1.02,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130318,2013-03-18T16:19:00Z,14.5,,,100,1.49,1.34,1.41,0.54,0.54,0.54,0.24,1.9,0,,0.54,0.84,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130325,2013-03-25T16:50:00Z,14.4,,,100,1.06,1.07,1.06,1.05,1.07,1.06,0.4,4.8,0,,0.56,2.78,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130401,2013-04-01T16:09:00Z,16.1,,,100,1.74,1.7,1.72,0.86,0.78,0.82,0.29,4.1,0,,0.28,1.25,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130409,2013-04-09T16:50:00Z,14.6,,,100,3.16,2.99,3.07,2.21,2.74,2.48,0.59,9.6,0,,0.54,5.39,200,0.2,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130415,2013-04-15T18:19:00Z,15.4,,,100,2.58,2.71,2.64,0.71,0.67,0.69,0.37,0,0,,0,0.27,200,2.64,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130422,2013-04-22T17:50:00Z,17.7,,,100,1.07,1.09,1.08,0.48,0.52,0.5,0.13,0,0,,0.53,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130429,2013-04-29T17:25:00Z,17,,,100,1.46,1.5,1.48,0.58,0.58,0.58,0.2,2.3,0,,0.65,0.37,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130506,2013-05-06T17:19:00Z,17.3,,,100,1.54,1.5,1.52,0.3,0.45,0.38,0.23,1.7,0,,0,0,200,0.2,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130513,2013-05-13T17:30:00Z,19.1,,,100,1.66,1.61,1.64,0.55,0.63,0.59,0.22,2.1,0,,0.8,0,200,0.08,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130520,2013-05-20T17:25:00Z,19.6,,,100,0.57,0.63,0.6,0.31,0.31,0.31,0.21,4.3,0,,0.97,0,200,0.1,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130527,2013-05-27T15:50:00Z,19.9,,,100,0.65,0.69,0.67,0.34,0.3,0.32,0.14,1.6,0,,0.25,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130603,2013-06-03T17:40:00Z,20.3,,,100,0.64,0.68,0.66,0.34,0.35,0.34,0.21,2.3,0,,0.82,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130610,2013-06-10T16:00:00Z,19.1,,,100,0.7,0.72,0.71,0.33,0.34,0.34,0.18,3.1,0,,0.38,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130617,2013-06-17T16:00:00Z,20.6,,,100,1.14,1.12,1.13,0.39,0.42,0.41,0.13,3.3,0,,0.34,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130624,2013-06-24T17:34:00Z,19.5,,,100,0.89,0.9,0.9,0.39,0.36,0.38,0.13,1.9,0,,0.35,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130701,2013-07-01T17:15:00Z,19.5,,,100,0.77,0.78,0.77,0.45,0.46,0.45,0.16,2.9,0,,0.46,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130708,2013-07-08T17:19:00Z,21.3,,,100,1.37,1.37,1.37,0.52,0.54,0.53,0.14,2,0,,0.24,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130715,2013-07-15T17:19:00Z,22.1,,,100,0.93,0.94,0.93,0.25,0.25,0.25,0.13,2.6,0,,0.38,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130722,2013-07-22T17:00:00Z,20.1,,,100,1.78,1.76,1.77,0.35,0.42,0.39,0.12,3.7,0,,0.46,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130729,2013-07-29T17:22:00Z,17.1,,,100,2.86,2.83,2.85,0.84,1.03,0.93,0.26,5,0,,0.87,1.6,200,0.4,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130805,2013-08-05T17:15:00Z,20,,,100,1.01,1.04,1.03,0.42,0.41,0.41,0.17,2.1,0,,0.47,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130812,2013-08-12T17:08:00Z,21.2,,,100,1.51,1.53,1.52,0.58,0.57,0.57,0.13,1.8,0,,0.46,0,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130819,2013-08-19T17:15:00Z,19.7,,,100,1.03,1.05,1.04,0.42,0.5,0.46,0.17,2.5,0,,0.85,0,200,0.1,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130826,2013-08-26T16:55:00Z,18.6,,,100,1.11,1.09,1.1,0.5,0.51,0.51,0.24,2.1,0,,1.34,0.24,200,0,,,,,,,,,,,,,,,,
0,SIO,32.867,-117.257,,20130903,2013-09-03T17:34:00Z,20.1,,,100,3.6,3.32,3.46,0.66,0.54,0.6,0.22,0,0,,0.44,0.35,200,0,,,,,,,,,,,,,,,,
